"title","artiste_name","video","audio","views","likes","comments","like_pct","comment_pct","engagement_rate","promotion_priority"
"First Stone (Audio Slide)","Shatta Wale","",1,105493,1658,154,"1.57","0.15","1.72","Not a priority"
"Shatta Wale – I Laf Enter Mall (Audio Slide)","Shatta Wale","",1,432639,3913,227,"0.90","0.05","0.96","Not a priority"
"Kakai (Official Video)","Shatta Wale",1,"",4534779,25736,1197,"0.57","0.03","0.59","Not a priority"
"Bie Gya (Official Video)","Shatta Wale",1,"",1716471,0,643,"0.00","0.04","0.04","Not a priority"
"Bie Gya [Open Fire] (Audio Slide)","Shatta Wale","",1,99634,546,71,"0.55","0.07","0.62","Not a priority"
"Baby (Chop Kiss) [Official Video]","Shatta Wale",1,"",9959490,47834,1682,"0.48","0.02","0.50","Not a priority"
"Story To Tell (Official Video)","Shatta Wale",1,"",1317366,11161,792,"0.85","0.06","0.91","Not a priority"
"Kill Dem Prayers (Official Video)","Shatta Wale",1,"",2731067,19015,1366,"0.70","0.05","0.75","Not a priority"
"Too Much Chemikal (Official Video)","Shatta Wale",1,"",232778,3022,240,"1.30","0.10","1.40","Not a priority"
"Ferrari Ft. Criss Waddle (Audio Slide)","Shatta Wale","",1,116124,1562,59,"1.35","0.05","1.40","Not a priority"
"Warning (Audio Slide)","Shatta Wale","",1,19790,239,6,"1.21","0.03","1.24","Not a priority"
"Grow Up (Audio Slide)","Shatta Wale","",1,8300,235,19,"2.83","0.23","3.06","Not a priority"
"No Faking Ft. Rudebwoy Ranking (Audio Slide)","Shatta Wale","",1,32901,552,42,"1.68","0.13","1.81","Not a priority"
"Shatta Wale – Lip Service (Audio Slide)","Shatta Wale","",1,16137,226,20,"1.40","0.12","1.52","Not a priority"
"Enter The Net (Audio Slide)","Shatta Wale","",1,184335,1963,98,"1.06","0.05","1.12","Not a priority"
"Man Of The Year (Audio Slide)","Shatta Wale","",1,11105,206,26,"1.86","0.23","2.09","Not a priority"
"Bandana - Moko Hoo Ft. Tinny (Official Video)","Shatta Wale",1,"",726492,11904,1054,"1.64","0.15","1.78","Not a priority"
"The Man (Audio Slide)","Shatta Wale","",1,7550,216,20,"2.86","0.26","3.13","Not a priority"
"Prepare (Audio Slide)","Shatta Wale","",1,78891,1296,125,"1.64","0.16","1.80","Not a priority"
"A Ghana Mi Sey (Audio Slide)","Shatta Wale","",1,128449,1701,151,"1.32","0.12","1.44","Not a priority"
"Range Rover (Audio Slide)","Shatta Wale","",1,28851,362,21,"1.25","0.07","1.33","Not a priority"
"Akwei Daawa (Got Money) [Audio Slide]","Shatta Wale","",1,31386,608,28,"1.94","0.09","2.03","Not a priority"
"Shatta Wale – Baby Chop Kiss (Audio Slide)","Shatta Wale","",1,154564,894,33,"0.58","0.02","0.60","Not a priority"
"Letter To Sarkodie (Audio Slide)","Shatta Wale","",1,7037,151,14,"2.15","0.20","2.34","Not a priority"
"Letter To Kaakie (Audio Slide)","Shatta Wale","",1,117070,1878,171,"1.60","0.15","1.75","Not a priority"
"Shatta Wale – Kakai (Audio Slide)","Shatta Wale","",1,200245,1191,74,"0.59","0.04","0.63","Not a priority"
"Krom Ayer Shi (Town Make Hot) [Official Video]","Shatta Wale",1,"",448254,3215,175,"0.72","0.04","0.76","Not a priority"
"Shatta Story (Official Video)","Shatta Wale",1,"",335513,4368,394,"1.30","0.12","1.42","Not a priority"
"Dancehall Commando Remix Ft. Sarkodie (Audio Slide)","Shatta Wale","",1,35807,640,51,"1.79","0.14","1.93","Not a priority"
"Disastrous - Mi Sumo Ft. Shatta Wale (Official Video)","Shatta Wale",1,"",41570,672,50,"1.62","0.12","1.74","Not a priority"
"Reality (Official Video)","Shatta Wale",1,"",1478597,11081,1024,"0.75","0.07","0.82","Not a priority"
"Moesbw - Twerk And Dance Ft. Shatta Wale (Official Video)","Shatta Wale",1,"",53128,867,36,"1.63","0.07","1.70","Not a priority"
"Romantic Ft. Patoranking (Official Video)","Shatta Wale",1,"",553264,4641,249,"0.84","0.05","0.88","Not a priority"
"Get That From (Official Video)","Shatta Wale",1,"",1188227,5708,401,"0.48","0.03","0.51","Not a priority"
"Krom Ay3 Shi (Freestyle Video)","Shatta Wale",1,"",4711,106,11,"2.25","0.23","2.48","Not a priority"
"Gather Around (Official Video)","Shatta Wale",1,"",509036,4001,251,"0.79","0.05","0.84","Not a priority"
"Magical Year (Freestyle Video)","Shatta Wale",1,"",12669,264,19,"2.08","0.15","2.23","Not a priority"
"Dancehall Queen Ft. Mzvee (Official Video)","Shatta Wale",1,"",170848,2684,186,"1.57","0.11","1.68","Not a priority"
"Pussy Arrest (Official Video)","Shatta Wale",1,"",304753,2478,243,"0.81","0.08","0.89","Not a priority"
"I Am Blessed (Official Video)","Shatta Wale",1,"",1045078,8723,755,"0.83","0.07","0.91","Not a priority"
"Today And Tomorrow (Official Video)","Shatta Wale",1,"",328064,2541,135,"0.77","0.04","0.82","Not a priority"
"Maserati (Official Video)","Shatta Wale",1,"",572265,3365,186,"0.59","0.03","0.62","Not a priority"
"Corner Girl (Audio Slide)","Shatta Wale","",1,12737,178,19,"1.40","0.15","1.55","Not a priority"
"We Rose Him We Froze Him (Official Video)","Shatta Wale",1,"",550554,4965,362,"0.90","0.07","0.97","Not a priority"
"Pussy Arrest (Audio Slide)","Shatta Wale","",1,28487,268,20,"0.94","0.07","1.01","Not a priority"
"Inna Mi Party Ft. D-Black [Official Video]","Shatta Wale",1,"",324288,2461,194,"0.76","0.06","0.82","Not a priority"
"You Can'T Touch Me [Official Video]","Shatta Wale",1,"",1266680,8539,564,"0.67","0.04","0.72","Not a priority"
"Gal Wuk It [Official Video]","Shatta Wale",1,"",1414376,6912,480,"0.49","0.03","0.52","Not a priority"
"Real Hustler [Official Video]","Shatta Wale",1,"",478919,4286,352,"0.89","0.07","0.97","Not a priority"
"Bandana (Shatta Wale) - Kings Of Dc Ft. Sonni Balli [Official Video]","Shatta Wale",1,"",202471,2851,255,"1.41","0.13","1.53","Not a priority"
"Shattta Wale - Everybody Like My Tin (Official Video)","Shatta Wale",1,"",3140817,25337,1206,"0.81","0.04","0.85","Not a priority"
"Dancehall King [Official Video]","Shatta Wale",1,"",5119765,28727,1932,"0.56","0.04","0.60","Not a priority"
"Talk Too Much [Official Video]","Shatta Wale",1,"",315210,2057,128,"0.65","0.04","0.69","Not a priority"
"Bandana (Shatta Wale) - Mi Size [Official Video]","Shatta Wale",1,"",148968,1604,118,"1.08","0.08","1.16","Not a priority"
"Bandana (Shatta Wale) - New Year [Official Video]","Shatta Wale",1,"",224633,2190,202,"0.97","0.09","1.06","Not a priority"
"Letter To Iwan [Official Video]","Shatta Wale",1,"",173570,2211,245,"1.27","0.14","1.41","Not a priority"
"Forgive You (Official Video)","Shatta Wale",1,"",54598,2700,1234,"4.95","2.26","7.21","Not a priority"
"Adiepena (Feat. Shatta Wale)","King Paluta","",1,"","","","","","","Not a priority"
"Millions","L'Oiseau Rare & Shatta Wale","",1,"","","","","","","Not a priority"
"Secret Billionaires (Feat. Shatta Wale)","Teflon Flexx","",1,"","","","","","","Not a priority"
"Road Clear (Feat. Shatta Wale)","Mr Drew","",1,"","","","","","","Not a priority"
"Imagination","Konstance & Shatta Wale","",1,"","","","","","","Not a priority"
"Set Up Yuhself (Feat. Shatta Wale)","Etana","",1,"","","","","","","Not a priority"
"Gangalia (Feat. Shatta Wale)","Jay Bahd","",1,"","","","","","","Not a priority"
"My Way (Feat. Shatta Wale)","Medikal","",1,"","","","","","","Not a priority"
"New Level Unlock (Feat. Shatta Wale)","Jupitar","",1,"","","","","","","Not a priority"
"Ready (Feat. Rj The DJ)","Morgan Heritage, Shatta Wale & Jose Chameleone","",1,"","","","","","","Not a priority"
"Dem Deh Try (Feat. Shatta Wale)","Paq","",1,"","","","","","","Not a priority"
"Idgaf (Feat. Shatta Wale)","Medikal","",1,"","","","","","","Not a priority"
"Survive (Feat. Shatta Wale & Kao Denero)","DJ Blackk Beat","",1,"","","","","","","Not a priority"
"See Something (Feat. Medikal & Minz)","ChopLife SoundSystem, Mr Eazi, Shatta Wale & DJ Neptune","",1,"","","","","","","Not a priority"
"D.T.B","Shatta Wale & Medikal","",1,"","","","","","","Not a priority"
"Obaa (Feat. Shatta Wale)","Skrewfaze","",1,"","","","","","","Not a priority"
"Dancehall Dweet","Shatta Wale","",1,"","","","","","","Not a priority"
"Stubborn Academy","Medikal & Shatta Wale","",1,"","","","","","","Not a priority"
"Free De Matter (Feat. Shatta Wale)","Angela Okorie","",1,"","","","","","","Not a priority"
"School Dey Be (Feat. Shatta Wale)","Foto Copy","",1,"","","","","","","Not a priority"
"Sika Dam (Feat. Fameye & Shatta Wale)","Amerado","",1,"","","","","","","Not a priority"
"Alone (Feat. Shatta Wale)","Morgan Starck","",1,"","","","","","","Not a priority"
"Juice (Feat. Shatta Wale)","Shawn Storm","",1,"","","","","","","Not a priority"
"I Go Give","Smallgod, Shatta Wale, DJ Tunez & Eugy Official","",1,"","","","","","","Not a priority"
"Barrel (Feat. Shatta Wale & Stylo G) [Remix]","BADDA GENERAL, ZJ Liquid & Gold Up","",1,"","","","","","","Not a priority"
"Kro Kro Me (Feat. Shatta Wale)","Kumi Guitar","",1,"","","","","","","Not a priority"
"Star Life (Feat. Shatta Wale)","Jupitar","",1,"","","","","","","Not a priority"
"Inna Di Night (Feat. Shatta Wale)","Lisa Hyper","",1,"","","","","","","Not a priority"
"Alright","King Promise & Shatta Wale","",1,"","","","","","","Not a priority"
"Eka Aba Fie (Feat. Shatta Wale)","Opanka","",1,"","","","","","","Not a priority"
"H.I.T (Haters In Tears) [Feat. Shatta Wale]","Wendy Shay","",1,"","","","","","","Not a priority"
"Ghana We Dey (Feat. Shatta Wale & Samini)","Kuami Eugene","",1,"","","","","","","Not a priority"
"Winning Formula","Shatta Wale & Gold Up","",1,"","","","","","","Not a priority"
"Fever (Feat. Shatta Wale)","D2","",1,"","","","","","","Not a priority"
"Kimberly (Feat. Captan)","Shatta Wale & Gold Up","",1,"","","","","","","Not a priority"
"Sexy Lady","Shatta Wale & Notnice","",1,"","","","","","","Not a priority"
"Too Ugly","Gold Up & Shatta Wale","",1,"","","","","","","Not a priority"
"Laugh Out Loud (Feat. Shatta Wale)","Fuse ODG","",1,"","","","","","","Not a priority"
"Celebration (Feat. Shatta Wale)","Samini","",1,"","","","","","","Not a priority"
"Afro Dance (Feat. Shatta Wale)","DJ Vyrusky","",1,"","","","","","","Not a priority"
"Be Afraid","Gold Up & Shatta Wale","",1,"","","","","","","Not a priority"
"Vibration","Shatta Wale","",1,"","","","","","","Not a priority"
"Too Much Henny [Remix] (Feat. Shatta Wale) [Remix]","Gappy Ranks","",1,"","","","","","","Not a priority"
"Be Strong (Feat. Shatta Wale)","Mariahlynn","",1,"","","","","","","Not a priority"
"Already","Beyoncé, Shatta Wale & Major Lazer","",1,"","","","","","","Not a priority"
"I Taya (Feat. Shatta Wale)","Magnom","",1,"","","","","","","Not a priority"
"Are You Still Mine","Nina Browwn & Shatta Wale","",1,"","","","","","","Not a priority"
"Way To The Top","Shatta Wale","",1,"","","","","","","Not a priority"
"African Girl (Feat. Shatta Wale)","Kwesi Arthur","",1,"","","","","","","Not a priority"
"We Gi Dem","NC Dread & Shatta Wale","",1,"","","","","","","Not a priority"
"Weekend Love","Shatta Wale","",1,"","","","","","","Not a priority"
"Never Again (Feat. Shatta Wale)","Kofi Kinaata","",1,"","","","","","","Not a priority"
"Baby (Feat. Shatta Wale, Kuami Eugene & Kidi)","DJ Vyrusky","",1,"","","","","","","Not a priority"
"Deliver Me","Shatta Wale","",1,"","","","","","","Not a priority"
"Omo Ada (Dem Sleep) [Feat. Shatta Wale & Fella] [Remix]","Medikal","",1,"","","","","","","Not a priority"
"Dangote (Feat. Shatta Wale)","Tripcy","",1,"","","","","","","Not a priority"
"African Girl (Feat. Shatta Wale)","Kwesi Arthur","",1,"","","","","","","Not a priority"
"Adwenfi (Feat. Shatta Wale & Kuami Eugene)","DJ Vyrusky","",1,"","","","","","","Not a priority"
"True Believer","Shatta Wale, Natty Lee & ADDi","",1,"","","","","","","Not a priority"
"The Way I Move","Shenseea & Shatta Wale","",1,"","","","","","","Not a priority"
"Fa Ma Me (Give It To Me) [Feat. Shatta Wale]","Pablo Vicky-D","",1,"","","","","","","Not a priority"
"Opana (Feat. Shatta Wale)","Flowking Stone","",1,"","","","","","","Not a priority"
"Kpuu Kpa Challenge (Boga Dance Edition) [Feat. Shatta Wale & Uk Boga]","DJ Flex","",1,"","","","","","","Not a priority"
"Wave (Remix) [Feat. Davido, Terry Apala, Shatta Wale, Wale Turner & Lax]","Iceberg Slim","",1,"","","","","","","Not a priority"
"One Shot (Feat. Shatta Wale & Sarkodie)","R2Bees","",1,"","","","","","","Not a priority"
"Stevie Wonder (Feat. Shatta Wale)","Wendy Shay","",1,"","","","","","","Not a priority"
"Addaman (Feat. Benzee & Shatta Wale) [Mix Masta Garzy Remix]","Mister Kimaali","",1,"","","","","","","Not a priority"
"It'S Not Over (Mix Masta Garzy Remix)","Shatta Wale","",1,"","","","","","","Not a priority"
"Jeje (Feat. Shatta Wale)","Sista Afia","",1,"","","","","","","Not a priority"
"Party Fi Life (Feat. Shatta Wale)","Shawn Storm","",1,"","","","","","","Not a priority"
"Too Big (Feat. Shatta Wale)","Maccasio","",1,"","","","","","","Not a priority"
"Atm Remix (Feat. Shatta Wale)","Alkaline","",1,"","","","","","","Not a priority"
"Fire Bon Dem (Feat. Sarkodie & Shatta Wale) [Remix]","Flowking Stone","",1,"","","","","","","Not a priority"
"Too Sweet (Feat. Shatta Wale)","Duke","",1,"","","","","","","Not a priority"
"Supa Scary (Feat. Shatta Wale, D-Black, Sarkodie, Mugeez & E.L.)","DJ Breezy","",1,"","","","","","","Not a priority"
"Pinga (Feat. Shatta Wale)","DJ Breezy","",1,"","","","","","","Not a priority"
"Big Lie Dat - DJ Mac Riddim","Shatta Wale",1,"",238823,10959,2163,"4.59","0.91","5.49","Not a priority"
"Check Your Balance (Audio Slide)","Shatta Wale","",1,37969,2781,279,"7.32","0.73","8.06","Not a priority"
"More Dan Dem ( Audio Slide)","Shatta Wale","",1,31149,2244,287,"7.20","0.92","8.13","Not a priority"
"Forever Vibes (Audio Slide)","Shatta Wale","",1,28792,2159,298,"7.50","1.04","8.53","Not a priority"
"Shatta Wale I Climbed , I Rose Audio Slide","Shatta Wale","",1,46336,3291,396,"7.10","0.85","7.96","Not a priority"
"Spin (Audio Slide)","Shatta Wale","",1,44655,3013,333,"6.75","0.75","7.49","Not a priority"
"Tell Ya Man (Audio Slide)","Shatta Wale","",1,47413,3086,338,"6.51","0.71","7.22","Not a priority"
"Oobaake(Audio Slide)","Shatta Wale","",1,132303,4730,531,"3.58","0.40","3.98","Not a priority"
"Playboy (Official Video)","Shatta Wale",1,"",992573,30523,2873,"3.08","0.29","3.36","Not a priority"
"Birthday (Official Audio)","Shatta Wale","",1,802733,15397,1811,"1.92","0.23","2.14","Not a priority"
"Shatta Wale X Vybz Kartel - Street Crown (Remix) Visualizer","Shatta Wale",1,"",338137,16134,2411,"4.77","0.71","5.48","Not a priority"
"Pancake (Official Video)","Shatta Wale",1,"",2444232,37201,3763,"1.52","0.15","1.68","Not a priority"
"God Is Here","Shatta Wale",1,"",169709,6735,645,"3.97","0.38","4.35","Not a priority"
"Street Crown","Shatta Wale",1,"",2758001,42990,5629,"1.56","0.20","1.76","Not a priority"
"Stay Focus","Shatta Wale","",1,189832,9142,1095,"4.82","0.58","5.39","Not a priority"
"Stacks Pon Stacks","Shatta Wale","",1,35907,2804,388,"7.81","1.08","8.89","Not a priority"
"Stay Focused","Shatta Wale","",1,20145,1240,140,"6.16","0.69","6.85","Not a priority"
"Street Crown","Shatta Wale","",1,48858,2187,290,"4.48","0.59","5.07","Not a priority"
"Playboy (Audio Slide)","Shatta Wale","",1,238112,7450,1029,"3.13","0.43","3.56","Not a priority"
"Black Road (Audio Slide)","Shatta Wale","",1,143328,5617,778,"3.92","0.54","4.46","Not a priority"
"Fame (Audio Slide)","Shatta Wale","",1,241373,10378,2401,"4.30","0.99","5.29","Not a priority"
"Energy (Audio Slide)","Shatta Wale","",1,42834,2906,381,"6.78","0.89","7.67","Not a priority"
"Save Me (Audio Slide)","Shatta Wale","",1,45640,2542,291,"5.57","0.64","6.21","Not a priority"
"I Loud (Audio Slide)","Shatta Wale","",1,39716,3031,402,"7.63","1.01","8.64","Not a priority"
"Ashawo Friend ( Audio Slide)","Shatta Wale","",1,127401,4292,658,"3.37","0.52","3.89","Not a priority"
"So Real , So Me (Official Video)","Shatta Wale",1,"",885150,17107,1868,"1.93","0.21","2.14","Not a priority"
"Play Nonsense","Shatta Wale",1,"",91522,3948,380,"4.31","0.42","4.73","Not a priority"
"Ajey (Official Audio)","Shatta Wale","",1,229226,7496,1091,"3.27","0.48","3.75","Not a priority"
"Rolls Royce (Official Video)","Shatta Wale",1,"",387949,10640,939,"2.74","0.24","2.98","Not a priority"
"Jo Lese Prod By Damaker X Altrayd","Shatta Wale",1,"",428658,13932,2642,"3.25","0.62","3.87","Not a priority"
"African Mandiba (Official Video)","Shatta Wale",1,"",1445454,33765,4815,"2.34","0.33","2.67","Not a priority"
"Clap ( Visualizer)","Shatta Wale",1,"",309261,11883,1411,"3.84","0.46","4.30","Not a priority"
"Trackers Mind (Visualizer)","Shatta Wale",1,"",179577,7747,1028,"4.31","0.57","4.89","Not a priority"
"Tuffa Dan Who (Visualizer)","Shatta Wale",1,"",818875,13843,1649,"1.69","0.20","1.89","Not a priority"
"Wash (Official Video)","Shatta Wale",1,"",1860040,37240,4055,"2.00","0.22","2.22","Not a priority"
"Accra Ft P.Blood, J.Quaye, Blakid,Z. Ranking,Kinjunia,Sanaa,D.Gennah,B.Cray, Shattonzy","Shatta Wale",1,"",713750,24221,6620,"3.39","0.93","4.32","Not a priority"
"Money Man (Visualizer)","Shatta Wale",1,"",160487,5914,589,"3.69","0.37","4.05","Not a priority"
"Wash (Visualizer)","Shatta Wale",1,"",204437,9342,1440,"4.57","0.70","5.27","Not a priority"
"Money Man (Party Vibe)","Shatta Wale",1,"",49072,5935,239,"12.09","0.49","12.58","Not a priority"
"Money Man","Shatta Wale",1,"",166688,5750,748,"3.45","0.45","3.90","Not a priority"
"Shatta Lighter","Shatta Wale",1,"",165188,4919,623,"2.98","0.38","3.35","Not a priority"
"Preach On","Shatta Wale",1,"",125272,4046,469,"3.23","0.37","3.60","Not a priority"
"Killa Ji Mi","Shatta Wale",1,"",104617,2121,250,"2.03","0.24","2.27","Not a priority"
"Ogya (Fire) Ft Wendy Shay","Shatta Wale",1,"",130989,5177,616,"3.95","0.47","4.42","Not a priority"
"Richest Man In Babylon","Shatta Wale",1,"",113032,3841,516,"3.40","0.46","3.85","Not a priority"
"Demi God","Shatta Wale",1,"",228940,4733,563,"2.07","0.25","2.31","Not a priority"
"Man Call God","Shatta Wale",1,"",201135,5194,635,"2.58","0.32","2.90","Not a priority"
"Hey Uncle","Shatta Wale",1,"",305476,6959,1036,"2.28","0.34","2.62","Not a priority"
"Minamino Sin","Shatta Wale",1,"",83652,1719,202,"2.05","0.24","2.30","Not a priority"
"I Know","Shatta Wale",1,"",90109,2082,221,"2.31","0.25","2.56","Not a priority"
"Blessings Ft Amerado","Shatta Wale",1,"",149940,2486,298,"1.66","0.20","1.86","Not a priority"
"No Size","Shatta Wale",1,"",129541,3838,515,"2.96","0.40","3.36","Not a priority"
"Accra","Shatta Wale",1,"",276532,6080,723,"2.20","0.26","2.46","Not a priority"
"Blessings Feat. Amerado (Official Audio)","Shatta Wale","",1,614492,18325,2750,"2.98","0.45","3.43","Not a priority"
"Default (Official Video)","Shatta Wale",1,"",359713,13739,1614,"3.82","0.45","4.27","Not a priority"
"Prodigal Son (Audio Slide)","Shatta Wale","",1,208303,8482,1215,"4.07","0.58","4.66","Not a priority"
"Killa Ji Mi (Official Video)","Shatta Wale",1,"",3700723,49419,4667,"1.34","0.13","1.46","Not a priority"
"Rise Like Dollar (Official Video)","Shatta Wale",1,"",340451,16133,1590,"4.74","0.47","5.21","Not a priority"
"Iangtjty (Official Video)","Shatta Wale",1,"",1625700,26037,2176,"1.60","0.13","1.74","Not a priority"
"Stone (Audio Slide)","Shatta Wale","",1,195645,7903,1274,"4.04","0.65","4.69","Not a priority"
"When I Bore (Official Video)","Shatta Wale",1,"",301173,11495,1127,"3.82","0.37","4.19","Not a priority"
"Killa Ji Mi (Audio Slide)","Shatta Wale","",1,202072,7792,1064,"3.86","0.53","4.38","Not a priority"
"Minamino Sin (Official Video)","Shatta Wale",1,"",3034809,42303,2881,"1.39","0.09","1.49","Not a priority"
"Iangtjty (Official Audio)","Shatta Wale","",1,279181,9822,1369,"3.52","0.49","4.01","Not a priority"
"Fada Violate (Official Audio)","Shatta Wale","",1,209804,8529,840,"4.07","0.40","4.47","Not a priority"
"When I Bore (Official Audio)","Shatta Wale","",1,221567,9658,1266,"4.36","0.57","4.93","Not a priority"
"Authentic (Shatta Music) Audio","Shatta Wale","",1,140623,5260,631,"3.74","0.45","4.19","Not a priority"
"Junior Jesus (Audio)","Shatta Wale","",1,121906,4657,502,"3.82","0.41","4.23","Not a priority"
"No Love (Shatta Music) Audio","Shatta Wale","",1,116384,3923,424,"3.37","0.36","3.74","Not a priority"
"I Know (Shatta Music) Audio","Shatta Wale","",1,253446,6039,525,"2.38","0.21","2.59","Not a priority"
"We Coming (Shatta Music) Audio","Shatta Wale","",1,123981,4284,570,"3.46","0.46","3.92","Not a priority"
"What Deh Sup (Shatta Music) Audio","Shatta Wale","",1,114814,5298,723,"4.61","0.63","5.24","Not a priority"
"Team A (Shatta Music) Audio","Shatta Wale","",1,108417,4450,420,"4.10","0.39","4.49","Not a priority"
"Somebody Pikin (Shatta Music) Audio","Shatta Wale","",1,91976,3704,442,"4.03","0.48","4.51","Not a priority"
"Jealousy Be Drug (Shatta Music) Audio","Shatta Wale","",1,145745,4479,486,"3.07","0.33","3.41","Not a priority"
"Minamino Sin (Visualizer)","Shatta Wale",1,"",1137817,17774,1420,"1.56","0.12","1.69","Not a priority"
"Jee Jen (Getat) Audio","Shatta Wale","",1,321311,7345,873,"2.29","0.27","2.56","Not a priority"
"Mina Mino Sin (Shatta Music) Audio","Shatta Wale","",1,177774,7747,943,"4.36","0.53","4.89","Not a priority"
"Balloon (Official Video)","Shatta Wale",1,"",431288,14707,1525,"3.41","0.35","3.76","Not a priority"
"Who Say (Shattamusic) Audio","Shatta Wale","",1,419660,7595,1067,"1.81","0.25","2.06","Not a priority"
"Digital Beggar(Shattamusic) Audio","Shatta Wale","",1,119206,5074,867,"4.26","0.73","4.98","Not a priority"
"Balloon Dropping Soon","Shatta Wale",1,"",13006,1020,84,"7.84","0.65","8.49","Not a priority"
"Balloon Dropping Soon ??","Shatta Wale",1,"",12540,980,41,"7.81","0.33","8.14","Not a priority"
"#Incoming Ft Tekno","Shatta Wale",1,"",18551,2173,89,"11.71","0.48","12.19","Not a priority"
"Shoe Shu Lin (Audio Slide)","Shatta Wale","",1,102221,4712,702,"4.61","0.69","5.30","Not a priority"
"Kokonut (Official Audio)","Shatta Wale","",1,79452,3411,331,"4.29","0.42","4.71","Not a priority"
"Watch Me (Official Audio)","Shatta Wale","",1,121161,4253,493,"3.51","0.41","3.92","Not a priority"
"Foolishness (Audio Slide) #Shattamusic","Shatta Wale","",1,49945,3293,422,"6.59","0.84","7.44","Not a priority"
"Wetin (Official Video)","Shatta Wale",1,"",550497,15028,1949,"2.73","0.35","3.08","Not a priority"
"Taking It (Official Video)","Shatta Wale",1,"",374139,11217,1031,"3.00","0.28","3.27","Not a priority"
"They Will Know (Official Video)","Shatta Wale",1,"",647006,17139,1807,"2.65","0.28","2.93","Not a priority"
"10. Shatta Wale X Vybz Kartel - Mansa Musa (Official Audio)","Shatta Wale","",1,304081,11201,1362,"3.68","0.45","4.13","Not a priority"
"9. Show Mi (Official Audio)","Shatta Wale","",1,83916,3415,394,"4.07","0.47","4.54","Not a priority"
"8. Richer Than Last Year (Official Audio)","Shatta Wale","",1,126700,4069,568,"3.21","0.45","3.66","Not a priority"
"6. Afrikan Kylie (Official Audio)","Shatta Wale","",1,55866,2618,277,"4.69","0.50","5.18","Not a priority"
"5. Did My Time (Official Audio)","Shatta Wale","",1,95809,3948,476,"4.12","0.50","4.62","Not a priority"
"4. Heartless (Official Audio)","Shatta Wale","",1,56978,2574,278,"4.52","0.49","5.01","Not a priority"
"2. Inna Real Life (Official Audio)","Shatta Wale","",1,79190,3049,344,"3.85","0.43","4.28","Not a priority"
"1.Taking It (Official Audio)","Shatta Wale","",1,76865,3536,402,"4.60","0.52","5.12","Not a priority"
"M.A.A.L.I (Dancehall Album Track List)","Shatta Wale","",1,38008,2777,176,"7.31","0.46","7.77","Not a priority"
"Badman (Official Video)","Shatta Wale",1,"",392363,14668,2006,"3.74","0.51","4.25","Not a priority"
"Grade 1 (Audio Slide)","Shatta Wale","",1,45512,3049,409,"6.70","0.90","7.60","Not a priority"
"We Deh Inside (Visualizer) #Shattamusic","Shatta Wale",1,"",305238,6822,769,"2.23","0.25","2.49","Not a priority"
"Badman (Audio Slide) #Dancehall","Shatta Wale","",1,119045,5672,781,"4.76","0.66","5.42","Not a priority"
"Ends Meat (Audio Slide)","Shatta Wale","",1,45280,3322,482,"7.34","1.06","8.40","Not a priority"
"Aviator (Visualizer)","Shatta Wale",1,"",162793,7297,821,"4.48","0.50","4.99","Not a priority"
"Adole (Official Video)","Shatta Wale",1,"",364501,13012,1722,"3.57","0.47","4.04","Not a priority"
"Unicorn (Audio Slide)","Shatta Wale","",1,108663,4524,630,"4.16","0.58","4.74","Not a priority"
"2023 (Audio Slide)","Shatta Wale","",1,126082,5646,630,"4.48","0.50","4.98","Not a priority"
"Competition (Official Video)","Shatta Wale",1,"",273938,11725,1246,"4.28","0.45","4.74","Not a priority"
"Don’T Call Me (Lyric Video)","Shatta Wale",1,"",87310,4197,366,"4.81","0.42","5.23","Not a priority"
"Shatta Montez (Audio Slide)","Shatta Wale","",1,108472,5332,598,"4.92","0.55","5.47","Not a priority"
"No Brain (Lyric Video)","Shatta Wale",1,"",118163,4442,542,"3.76","0.46","4.22","Not a priority"
"Doing What Real G’S Do With Medikal","Shatta Wale",1,"",21948,1709,127,"7.79","0.58","8.37","Not a priority"
"Cash Out (Official Lyric Video)","Shatta Wale",1,"",379379,17960,4319,"4.73","1.14","5.87","Not a priority"
"For Where (Audio Slide)","Shatta Wale","",1,41946,2560,166,"6.10","0.40","6.50","Not a priority"
"That’S My People (Audio Slide)","Shatta Wale","",1,40326,2297,199,"5.70","0.49","6.19","Not a priority"
"Dem No Fit Wait (Audio Slide)","Shatta Wale","",1,29317,1811,160,"6.18","0.55","6.72","Not a priority"
"Mina Mino Boys (Audio Slide)","Shatta Wale","",1,25796,1966,125,"7.62","0.48","8.11","Not a priority"
"Never Sleep (Audio Slide)","Shatta Wale","",1,24900,1880,165,"7.55","0.66","8.21","Not a priority"
"God Is My Gun","Shatta Wale",1,"",49354,2603,207,"5.27","0.42","5.69","Not a priority"
"Keep Trying (Audio Slide)","Shatta Wale","",1,57209,2839,345,"4.96","0.60","5.57","Not a priority"
"Walk Pon Dem (Audio Slide)","Shatta Wale","",1,25428,1876,152,"7.38","0.60","7.98","Not a priority"
"King Of Kings (Audio Slide)","Shatta Wale","",1,216838,7815,876,"3.60","0.40","4.01","Not a priority"
"Cold Store (Audio Slide)","Shatta Wale","",1,174002,7846,926,"4.51","0.53","5.04","Not a priority"
"J J C (Audio Slide)","Shatta Wale","",1,496866,11300,1041,"2.27","0.21","2.48","Not a priority"
"1957 (Audio Slide)","Shatta Wale","",1,172074,8230,929,"4.78","0.54","5.32","Not a priority"
